airport,month_year,freight_mail_value
"Mobile, AL: Mobile International (BFM)",March 2024,41m
"Mobile, AL: Mobile International (BFM)",April 2024,40m
"Mobile, AL: Mobile International (BFM)",May 2024,40m
"Mobile, AL: Mobile International (BFM)",June 2024,39m
"Mobile, AL: Mobile International (BFM)",July 2024,40m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",December 2006,20m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",January 2007,20m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",February 2007,21m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",March 2007,20m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",April 2007,20m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",May 2007,20m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",June 2007,20m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",July 2007,20m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",August 2007,20m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",September 2007,20m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",October 2007,21m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",November 2007,21m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",December 2007,21m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",January 2008,22m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",February 2008,22m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",March 2008,21m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",April 2008,22m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",May 2008,22m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",June 2008,23m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",July 2008,23m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",August 2008,23m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",September 2008,23m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",October 2008,22m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",November 2008,21m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",December 2008,21m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",January 2009,21m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",February 2009,21m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",March 2009,21m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",April 2009,20m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",May 2009,19m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",June 2009,18m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",July 2009,17m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",August 2009,16m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",September 2009,15m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",October 2009,14m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",November 2009,13m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",December 2009,12m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",January 2010,11m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",February 2010,11m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",March 2010,10m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",April 2010,"9,742k"
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",May 2010,"9,370k"
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",June 2010,"8,976k"
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",July 2010,"9,019k"
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",August 2010,"9,066k"
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",September 2010,"9,088k"
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",October 2010,"9,473k"
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",November 2010,12m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",December 2010,12m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",January 2011,13m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",February 2011,13m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",March 2011,15m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",April 2011,17m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",May 2011,18m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",June 2011,20m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",July 2011,23m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",August 2011,25m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",September 2011,27m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",October 2011,29m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",November 2011,29m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",December 2011,29m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",January 2012,31m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",February 2012,31m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",March 2012,31m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",April 2012,32m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",May 2012,34m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",June 2012,34m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",July 2012,35m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",August 2012,35m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",September 2012,35m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",October 2012,35m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",November 2012,35m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",December 2012,36m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",January 2013,37m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",February 2013,38m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",March 2013,39m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",April 2013,40m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",May 2013,40m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",June 2013,41m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",July 2013,41m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",August 2013,42m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",September 2013,43m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",October 2013,44m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",November 2013,44m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",December 2013,44m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",January 2014,44m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",February 2014,44m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",March 2014,44m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",April 2014,44m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",May 2014,43m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",June 2014,43m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",July 2014,43m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",August 2014,43m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",September 2014,43m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",October 2014,44m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",November 2014,44m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",December 2014,45m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",January 2015,45m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",February 2015,45m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",March 2015,44m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",April 2015,44m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",May 2015,43m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",June 2015,43m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",July 2015,42m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",August 2015,42m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",September 2015,42m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",October 2015,42m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",November 2015,41m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",December 2015,41m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",January 2016,41m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",February 2016,41m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",March 2016,42m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",April 2016,44m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",May 2016,45m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",June 2016,46m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",July 2016,47m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",August 2016,48m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",September 2016,49m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",October 2016,50m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",November 2016,51m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",December 2016,52m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",January 2017,53m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",February 2017,54m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",March 2017,55m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",April 2017,55m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",May 2017,55m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",June 2017,55m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",July 2017,56m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",August 2017,56m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",September 2017,56m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",October 2017,56m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",November 2017,56m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",December 2017,56m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",January 2018,56m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",February 2018,57m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",March 2018,57m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",April 2018,56m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",May 2018,56m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",June 2018,58m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",July 2018,59m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",August 2018,60m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",September 2018,61m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",October 2018,62m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",November 2018,63m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",December 2018,63m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",January 2019,63m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",February 2019,64m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",March 2019,65m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",April 2019,67m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",May 2019,68m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",June 2019,68m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",July 2019,67m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",August 2019,68m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",September 2019,67m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",October 2019,67m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",November 2019,68m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",December 2019,68m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",January 2020,69m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",February 2020,66m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",March 2020,70m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",April 2020,73m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",May 2020,77m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",June 2020,82m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",July 2020,87m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",August 2020,86m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",September 2020,87m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",October 2020,87m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",November 2020,86m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",December 2020,86m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",January 2021,87m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",February 2021,89m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",March 2021,86m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",April 2021,84m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",May 2021,80m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",June 2021,75m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",July 2021,71m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",August 2021,72m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",September 2021,71m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",October 2021,72m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",November 2021,72m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",December 2021,72m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",January 2022,72m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",February 2022,73m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",March 2022,74m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",April 2022,74m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",May 2022,74m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",June 2022,74m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",July 2022,72m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",August 2022,72m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",September 2022,72m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",October 2022,71m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",November 2022,71m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",December 2022,68m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",January 2023,69m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",February 2023,67m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",March 2023,65m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",April 2023,63m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",May 2023,62m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",June 2023,62m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",July 2023,63m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",August 2023,63m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",September 2023,64m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",October 2023,65m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",November 2023,65m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",December 2023,67m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",January 2024,66m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",February 2024,64m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",March 2024,64m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",April 2024,65m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",May 2024,64m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",June 2024,62m
"Huntsville, AL: Huntsville International-Carl T Jones Field (HSV)",July 2024,60m
"Ketchikan, AK: Ketchikan International (KTN)",December 2006,18m
"Ketchikan, AK: Ketchikan International (KTN)",January 2007,18m
"Ketchikan, AK: Ketchikan International (KTN)",February 2007,18m
"Ketchikan, AK: Ketchikan International (KTN)",March 2007,18m
"Ketchikan, AK: Ketchikan International (KTN)",April 2007,18m
"Ketchikan, AK: Ketchikan International (KTN)",May 2007,17m
"Ketchikan, AK: Ketchikan International (KTN)",June 2007,15m
"Ketchikan, AK: Ketchikan International (KTN)",July 2007,15m
"Ketchikan, AK: Ketchikan International (KTN)",August 2007,15m
"Ketchikan, AK: Ketchikan International (KTN)",September 2007,15m
"Ketchikan, AK: Ketchikan International (KTN)",October 2007,15m
"Ketchikan, AK: Ketchikan International (KTN)",November 2007,15m
